Date,Open,High,Low,Close,Adj Close,Volume
2005-08-15,3.595500,3.599000,3.530000,3.540000,3.540000,0
2005-08-16,3.540000,3.575000,3.530000,3.560000,3.560000,0
2005-08-17,3.560000,3.596000,3.551000,3.570000,3.570000,0
2005-08-18,3.570000,3.590000,3.560000,3.563000,3.563000,0
2005-08-19,3.563000,3.573000,3.542500,3.547500,3.547500,0
2005-08-22,3.547500,3.555000,3.515000,3.527000,3.527000,0
2005-08-23,3.527000,3.532000,3.502000,3.504500,3.504500,0
2005-08-24,3.504500,3.532000,3.496000,3.505000,3.505000,0
2005-08-25,3.505000,3.520000,3.500000,3.515000,3.515000,0
2005-08-26,3.515000,3.540000,3.512000,3.535000,3.535000,0
2005-08-29,3.535000,3.544000,3.513000,3.518000,3.518000,0
2005-08-30,3.517500,3.523000,3.495000,3.510000,3.510000,0
2005-08-31,3.510000,3.515000,3.497000,3.507500,3.507500,0
2005-09-01,3.507500,3.514500,3.505000,3.510500,3.510500,0
2005-09-02,3.510500,3.520000,3.506000,3.510500,3.510500,0
2005-09-05,3.510500,3.516000,3.499000,3.502500,3.502500,0
2005-09-06,3.502500,3.506000,3.494000,3.501000,3.501000,0
2005-09-07,3.501000,3.503500,3.494500,3.498500,3.498500,0
2005-09-08,3.498500,3.503000,3.490000,3.496050,3.496050,0
2005-09-09,3.496050,3.498000,3.463000,3.470500,3.470500,0
2005-09-12,3.470500,3.500000,3.466000,3.496250,3.496250,0
2005-09-13,3.496250,3.500000,3.484000,3.489500,3.489500,0
2005-09-14,3.489500,3.497000,3.482000,3.490000,3.490000,0
2005-09-15,3.490000,3.495000,3.475000,3.479500,3.479500,0
2005-09-16,3.479500,3.489000,3.470000,3.480500,3.480500,0
2005-09-19,3.480500,3.484000,3.475000,3.479500,3.479500,0
2005-09-20,3.479500,3.492500,3.477000,3.479500,3.479500,0
2005-09-21,3.479500,3.495000,3.477000,3.486500,3.486500,0
2005-09-22,3.486500,3.590000,3.485000,3.580000,3.580000,0
2005-09-23,3.580000,3.595000,3.560000,3.565000,3.565000,0
2005-09-26,3.565000,3.573000,3.537500,3.540000,3.540000,0
2005-09-27,3.540000,3.547500,3.513000,3.533500,3.533500,0
2005-09-28,3.533500,3.550000,3.520000,3.546500,3.546500,0
2005-09-29,3.546500,3.557500,3.536000,3.552500,3.552500,0
2005-09-30,3.552500,3.562000,3.546000,3.557500,3.557500,0
2005-10-03,3.557500,3.560000,3.547500,3.552500,3.552500,0
2005-10-04,3.552500,3.555000,3.540000,3.547500,3.547500,0
2005-10-05,3.547500,3.563000,3.545000,3.560000,3.560000,0
2005-10-06,3.560000,3.581500,3.557500,3.574500,3.574500,0
2005-10-07,3.574500,3.615000,3.572000,3.610000,3.610000,0
2005-10-10,3.610000,3.625000,3.592000,3.597500,3.597500,0
2005-10-11,3.597500,3.600000,3.584000,3.597500,3.597500,0
2005-10-12,3.597500,3.602000,3.585000,3.592500,3.592500,0
2005-10-13,3.592500,3.623000,3.587000,3.600500,3.600500,0
2005-10-14,3.600500,3.625000,3.598000,3.608000,3.608000,0
2005-10-17,3.608000,3.614000,3.603000,3.606500,3.606500,0
2005-10-18,3.606500,3.609000,3.590000,3.596500,3.596500,0
2005-10-19,3.596500,3.601000,3.593000,3.599000,3.599000,0
2005-10-20,3.599000,3.612000,3.597000,3.605000,3.605000,0
2005-10-21,3.605000,3.617000,3.600000,3.607500,3.607500,0
2005-10-24,3.607500,3.610000,3.594500,3.599000,3.599000,0
2005-10-25,3.599000,3.611500,3.596000,3.608000,3.608000,0
2005-10-26,3.608000,3.620000,3.601000,3.614500,3.614500,0
2005-10-27,3.614500,3.624000,3.612000,3.617500,3.617500,0
2005-10-28,3.617500,3.648000,3.612000,3.644500,3.644500,0
2005-10-31,3.644500,3.663000,3.641000,3.659500,3.659500,0
2005-11-01,3.659500,3.672000,3.657000,3.662500,3.662500,0
2005-11-02,3.663500,3.666000,3.647000,3.650500,3.650500,0
2005-11-03,3.650500,3.663000,3.648000,3.658000,3.658000,0
2005-11-04,3.658000,3.670000,3.653000,3.665000,3.665000,0
2005-11-07,3.665000,3.697000,3.660000,3.690500,3.690500,0
2005-11-08,3.690500,3.694000,3.674500,3.679500,3.679500,0
2005-11-09,3.679500,3.688800,3.660300,3.667800,3.667800,0
2005-11-10,3.662500,3.670000,3.641200,3.650300,3.650300,0
2005-11-11,3.627100,3.634600,3.619600,3.627100,3.627100,0
2005-11-14,3.628300,3.635800,3.620800,3.628300,3.628300,0
2005-11-15,3.652700,3.660200,3.645200,3.652700,3.652700,0
2005-11-16,3.638200,3.649500,3.630700,3.642000,3.642000,0
2005-11-17,3.641000,3.648500,3.633500,3.641000,3.641000,0
2005-11-18,3.634900,3.642400,3.627400,3.634900,3.634900,0
2005-11-21,3.644000,3.667800,3.636500,3.656600,3.656600,0
2005-11-22,3.660100,3.667600,3.652600,3.660100,3.660100,0
2005-11-23,3.672400,3.679900,3.664900,3.672400,3.672400,0
2005-11-24,3.664100,3.671600,3.656600,3.664100,3.664100,0
2005-11-25,3.662000,3.669500,3.654500,3.662000,3.662000,0
2005-11-28,3.663700,3.671200,3.643400,3.650900,3.650900,0
2005-11-29,3.652800,3.660300,3.637300,3.644800,3.644800,0
2005-11-30,3.650500,3.664500,3.643000,3.657000,3.657000,0
2005-12-01,3.659600,3.667100,3.650800,3.658300,3.658300,0
2005-12-02,3.659300,3.676800,3.645200,3.660300,3.660300,0
2005-12-05,3.661500,3.669000,3.654000,3.661500,3.661500,0
2005-12-06,3.647300,3.654800,3.639800,3.647300,3.647300,0
2005-12-07,3.655000,3.662500,3.647500,3.655000,3.655000,0
2005-12-08,3.646600,3.654100,3.632200,3.641500,3.641500,0
2005-12-09,3.641000,3.648500,3.633500,3.641000,3.641000,0
2005-12-12,3.635000,3.648500,3.627500,3.641000,3.641000,0
2005-12-13,3.643300,3.654000,3.635400,3.646500,3.646500,0
2005-12-14,3.642100,3.657600,3.634600,3.650100,3.650100,0
2005-12-15,3.645800,3.653300,3.637200,3.644700,3.644700,0
2005-12-16,3.650800,3.665300,3.643300,3.657800,3.657800,0
2005-12-19,3.656000,3.663500,3.648500,3.656000,3.656000,0
2005-12-20,3.654300,3.666100,3.646800,3.658600,3.658600,0
2005-12-21,3.655900,3.666400,3.648400,3.658900,3.658900,0
2005-12-22,3.661000,3.668500,3.653500,3.661000,3.661000,0
2005-12-23,3.664900,3.672400,3.657400,3.664900,3.664900,0
2005-12-26,3.664900,3.672400,3.657400,3.664900,3.664900,0
2005-12-27,3.662700,3.670200,3.654600,3.662100,3.662100,0
2005-12-28,3.662800,3.700100,3.655300,3.692600,3.692600,0
2005-12-29,3.689300,3.700500,3.681800,3.693000,3.693000,0
2005-12-30,3.693000,3.700500,3.666000,3.673500,3.673500,0
2006-01-02,3.680200,3.690300,3.672700,3.681400,3.681400,0
2006-01-03,3.686800,3.694300,3.663100,3.672300,3.672300,0
2006-01-04,3.673300,3.689700,3.665800,3.678800,3.678800,0
2006-01-05,3.680700,3.692700,3.673200,3.682300,3.682300,0
2006-01-06,3.682300,3.721600,3.651400,3.689000,3.689000,0
2006-01-09,3.681500,3.689000,3.674000,3.681500,3.681500,0
2006-01-10,3.663900,3.671400,3.638700,3.647800,3.647800,0
2006-01-11,3.649100,3.656600,3.620700,3.628200,3.628200,0
2006-01-12,3.631900,3.641800,3.622400,3.634300,3.634300,0
2006-01-13,3.639400,3.648300,3.631900,3.640800,3.640800,0
2006-01-16,3.640800,3.648300,3.621000,3.628500,3.628500,0
2006-01-17,3.628500,3.660200,3.621000,3.652700,3.652700,0
2006-01-18,3.652700,3.660200,3.636100,3.650600,3.650600,0
2006-01-19,3.650600,3.658100,3.635100,3.644300,3.644300,0
2006-01-20,3.644300,3.652900,3.634300,3.645400,3.645400,0
2006-01-23,3.645400,3.652900,3.627800,3.638000,3.638000,0
2006-01-24,3.638000,3.645500,3.619100,3.630700,3.630700,0
2006-01-25,3.626600,3.646100,3.619100,3.633200,3.633200,0
2006-01-26,3.633200,3.640700,3.614600,3.622100,3.622100,0
2006-01-27,3.622100,3.638700,3.614600,3.631200,3.631200,0
2006-01-30,3.631200,3.638700,3.604900,3.621200,3.621200,0
2006-01-31,3.612400,3.619900,3.604700,3.612200,3.612200,0
2006-02-01,3.612200,3.626000,3.604700,3.612400,3.612400,0
2006-02-02,3.611200,3.620000,3.601000,3.608700,3.608700,0
2006-02-03,3.608700,3.616500,3.596400,3.604500,3.604500,0
2006-02-06,3.604500,3.616200,3.586200,3.593700,3.593700,0
2006-02-07,3.593700,3.601800,3.576100,3.594300,3.594300,0
2006-02-08,3.583600,3.591500,3.565800,3.581500,3.581500,0
2006-02-09,3.573300,3.588000,3.543900,3.551400,3.551400,0
2006-02-10,3.551400,3.558900,3.532800,3.540300,3.540300,0
2006-02-13,3.540300,3.548300,3.532800,3.540800,3.540800,0
2006-02-14,3.540800,3.548300,3.521900,3.529400,3.529400,0
2006-02-15,3.529400,3.543600,3.521700,3.529200,3.529200,0
2006-02-16,3.529200,3.536700,3.521200,3.528700,3.528700,0
2006-02-17,3.528700,3.536200,3.508500,3.516000,3.516000,0
2006-02-20,3.516000,3.523500,3.499200,3.506700,3.506700,0
2006-02-21,3.503100,3.510600,3.490100,3.497600,3.497600,0
2006-02-22,3.497600,3.505100,3.488800,3.496300,3.496300,0
2006-02-23,3.496300,3.506000,3.488800,3.498500,3.498500,0
2006-02-24,3.507600,3.515100,3.500100,3.507600,3.507600,0
2006-02-27,3.507600,3.515100,3.499000,3.506500,3.506500,0
2006-02-28,3.506500,3.514000,3.491000,3.498500,3.498500,0
2006-03-01,3.498500,3.506000,3.465000,3.472500,3.472500,0
2006-03-02,3.472500,3.489400,3.465000,3.479100,3.479100,0
2006-03-03,3.479100,3.486600,3.470300,3.477800,3.477800,0
2006-03-06,3.477800,3.487800,3.470300,3.480300,3.480300,0
2006-03-07,3.480300,3.487800,3.472700,3.480200,3.480200,0
2006-03-08,3.480200,3.496200,3.472700,3.487900,3.487900,0
2006-03-09,3.487900,3.504600,3.480400,3.497100,3.497100,0
2006-03-10,3.497100,3.525000,3.472900,3.506300,3.506300,0
2006-03-13,3.506300,3.513800,3.495700,3.503200,3.503200,0
2006-03-14,3.503200,3.544200,3.495700,3.534300,3.534300,0
2006-03-15,3.534300,3.548300,3.526800,3.540800,3.540800,0
2006-03-16,3.540800,3.548300,3.509900,3.517400,3.517400,0
2006-03-17,3.514100,3.521600,3.506600,3.514100,3.514100,0
2006-03-20,3.514100,3.523700,3.495400,3.516200,3.516200,0
2006-03-21,3.516200,3.523700,3.498900,3.513200,3.513200,0
2006-03-22,3.513200,3.521900,3.505700,3.514400,3.514400,0
2006-03-23,3.514400,3.534900,3.501000,3.508500,3.508500,0
2006-03-24,3.508500,3.516000,3.500600,3.508100,3.508100,0
2006-03-27,3.508100,3.515600,3.496900,3.505500,3.505500,0
2006-03-28,3.505500,3.530300,3.498000,3.522800,3.522800,0
2006-03-29,3.522800,3.530800,3.515300,3.523300,3.523300,0
2006-03-30,3.523300,3.537000,3.515800,3.529500,3.529500,0
2006-03-31,3.529500,3.537000,3.508800,3.518200,3.518200,0
2006-04-03,3.518200,3.526500,3.506500,3.514000,3.514000,0
2006-04-04,3.514000,3.521500,3.504700,3.512700,3.512700,0
2006-04-05,3.512700,3.534000,3.505200,3.526500,3.526500,0
2006-04-06,3.526500,3.534000,3.511700,3.521400,3.521400,0
2006-04-07,3.521400,3.528900,3.498400,3.505900,3.505900,0
2006-04-10,3.505900,3.517700,3.489400,3.496900,3.496900,0
2006-04-11,3.496900,3.505500,3.485900,3.495300,3.495300,0
2006-04-12,3.495300,3.502800,3.482700,3.490500,3.490500,0
2006-04-13,3.490500,3.498000,3.479000,3.486500,3.486500,0
2006-04-14,3.486500,3.494000,3.479000,3.486500,3.486500,0
2006-04-17,3.486500,3.494000,3.479000,3.486500,3.486500,0
2006-04-18,3.486500,3.500400,3.479000,3.492500,3.492500,0
2006-04-19,3.492500,3.500000,3.477000,3.484500,3.484500,0
2006-04-20,3.484500,3.492000,3.473700,3.481700,3.481700,0
2006-04-21,3.481700,3.489200,3.457500,3.465000,3.465000,0
2006-04-24,3.465000,3.473500,3.453400,3.460900,3.460900,0
2006-04-25,3.460900,3.473500,3.451900,3.459400,3.459400,0
2006-04-26,3.459400,3.471900,3.451900,3.464400,3.464400,0
2006-04-27,3.464400,3.483200,3.456900,3.475200,3.475200,0
2006-04-28,3.475200,3.483200,3.467700,3.475700,3.475700,0
2006-05-01,3.475700,3.483200,3.468200,3.475700,3.475700,0
2006-05-02,3.475700,3.484200,3.468100,3.476700,3.476700,0
2006-05-03,3.476700,3.487000,3.456200,3.463700,3.463700,0
2006-05-04,3.463700,3.473000,3.456200,3.465500,3.465500,0
2006-05-05,3.465500,3.476000,3.458000,3.466100,3.466100,0
2006-05-08,3.466100,3.475100,3.458600,3.467600,3.467600,0
2006-05-09,3.467600,3.475100,3.455000,3.462500,3.462500,0
2006-05-10,3.462500,3.472700,3.455000,3.465200,3.465200,0
2006-05-11,3.465200,3.475000,3.457700,3.467500,3.467500,0
2006-05-12,3.467500,3.494900,3.434900,3.464900,3.464900,0
2006-05-15,3.464900,3.543000,3.457400,3.535500,3.535500,0
2006-05-16,3.546800,3.546800,3.387600,3.387600,3.387600,0
2006-05-17,3.508300,3.508300,3.363400,3.363400,3.363400,0
2006-05-18,3.502200,3.507400,3.395100,3.395100,3.395100,0
2006-05-19,3.525800,3.525800,3.379300,3.379300,3.379300,0
2006-05-22,3.379300,3.517900,3.379300,3.409800,3.409800,0
2006-05-23,3.541000,3.541000,3.409600,3.409600,3.409600,0
2006-05-24,3.540800,3.540800,3.414000,3.414000,3.414000,0
2006-05-25,3.414000,3.414000,3.414000,3.414000,3.414000,0
2006-05-26,3.534200,3.534200,3.387500,3.387500,3.387500,0
2006-05-29,3.509900,3.509900,3.376100,3.376100,3.376100,0
2006-05-30,3.511000,3.511000,3.389400,3.389400,3.389400,0
2006-05-31,3.389400,3.534600,3.389400,3.406000,3.406000,0
2006-06-01,3.530600,3.530600,3.391600,3.391600,3.391600,0
2006-06-02,3.521200,3.523000,3.375600,3.375600,3.375600,0
2006-06-05,3.375600,3.375600,3.375600,3.375600,3.375600,0
2006-06-06,3.518000,3.518000,3.382600,3.382600,3.382600,0
2006-06-07,3.512900,3.513600,3.371600,3.371600,3.371600,0
2006-06-08,3.508800,3.508800,3.383600,3.383600,3.383600,0
2006-06-09,3.512600,3.512600,3.376200,3.376200,3.376200,0
2006-06-12,3.506600,3.506600,3.384200,3.384200,3.384200,0
2006-06-13,3.519000,3.519100,3.397600,3.397600,3.397600,0
2006-06-14,3.397600,3.528900,3.384800,3.384800,3.384800,0
2006-06-15,3.384800,3.517300,3.384300,3.384300,3.384300,0
2006-06-16,3.519900,3.519900,3.383600,3.383600,3.383600,0
2006-06-19,3.383600,3.516500,3.383600,3.385900,3.385900,0
2006-06-20,3.518500,3.518500,3.384400,3.384400,3.384400,0
2006-06-21,3.517100,3.577100,3.455100,3.455100,3.455100,0
2006-06-22,3.588000,3.588000,3.454400,3.454400,3.454400,0
2006-06-23,3.577300,3.604600,3.479900,3.479900,3.479900,0
2006-06-26,3.617700,3.617700,3.507200,3.507200,3.507200,0
2006-06-27,3.614400,3.614400,3.457100,3.457100,3.457100,0
2006-06-28,3.591900,3.591900,3.454500,3.454500,3.454500,0
2006-06-29,3.579500,3.579500,3.446600,3.446600,3.446600,0
2006-06-30,3.581000,3.581000,3.433200,3.433200,3.433200,0
2006-07-03,3.562500,3.574800,3.428500,3.428500,3.428500,0
2006-07-04,3.557400,3.557400,3.418000,3.418000,3.418000,0
2006-07-05,3.552000,3.552000,3.438400,3.438400,3.438400,0
2006-07-06,3.576000,3.576000,3.451700,3.451700,3.451700,0
2006-07-07,3.585700,3.585700,3.445200,3.445200,3.445200,0
2006-07-10,3.576100,3.576100,3.443600,3.443600,3.443600,0
2006-07-11,3.580000,3.580000,3.431800,3.431800,3.431800,0
2006-07-12,3.553300,3.566600,3.429400,3.429400,3.429400,0
2006-07-13,3.567100,3.567100,3.449100,3.449100,3.449100,0
2006-07-14,3.580600,3.592300,3.452700,3.452700,3.452700,0
2006-07-17,3.452700,3.584600,3.452700,3.462200,3.462200,0
2006-07-18,3.591300,3.591300,3.591000,3.446300,3.446300,0
2006-07-19,3.581900,3.589400,3.581900,3.448800,3.448800,0
2006-07-20,3.585700,3.585700,3.585700,3.426300,3.426300,0
2006-07-21,3.426300,3.556900,3.426300,3.440200,3.440200,0
2006-07-24,3.574600,3.574600,3.574600,3.425000,3.425000,0
2006-07-25,3.425000,3.555100,3.425000,3.405400,3.405400,0
2006-07-26,3.405400,3.544000,3.405400,3.544000,3.544000,0
2006-07-27,3.406300,3.537700,3.406300,3.410600,3.410600,0
2006-07-28,3.410600,3.546200,3.410600,3.417800,3.417800,0
2006-07-31,3.417800,3.541800,3.417800,3.407100,3.407100,0
2006-08-01,3.407100,3.538600,3.407100,3.410200,3.410200,0
2006-08-02,3.410200,3.542000,3.410200,3.407700,3.407700,0
2006-08-03,3.533900,3.533900,3.525900,3.393600,3.393600,0
2006-08-04,3.393600,3.525100,3.393600,3.385200,3.385200,0
2006-08-07,3.385200,3.385200,3.374500,3.374500,3.374500,0
2006-08-08,3.374500,3.507100,3.374500,3.387700,3.387700,0
2006-08-09,3.387700,3.513100,3.387700,3.375500,3.375500,0
2006-08-10,3.375500,3.505400,3.375500,3.372800,3.372800,0
2006-08-11,3.372800,3.508300,3.372800,3.378500,3.378500,0
2006-08-14,3.514800,3.527500,3.511200,3.527500,3.527500,0
2006-08-15,3.524800,3.524800,3.387900,3.387900,3.387900,0
2006-08-16,3.387900,3.514900,3.387900,3.386000,3.386000,0
2006-08-17,3.514900,3.514900,3.386000,3.386000,3.386000,0
2006-08-18,3.386000,3.507800,3.386000,3.507800,3.507800,0
2006-08-21,3.385700,3.518800,3.385700,3.518800,3.518800,0
2006-08-22,3.391800,3.521100,3.391800,3.520200,3.520200,0
2006-08-23,3.389600,3.520600,3.389600,3.520600,3.520600,0
2006-08-24,3.387100,3.524100,3.387100,3.524100,3.524100,0
2006-08-25,3.392400,3.525300,3.392400,3.525300,3.525300,0
2006-08-28,3.389300,3.520700,3.389300,3.520700,3.520700,0
2006-08-29,3.382700,3.511700,3.382700,3.511700,3.511700,0
2006-08-30,3.511700,3.521600,3.511700,3.521600,3.521600,0
2006-08-31,3.392200,3.527300,3.392200,3.527300,3.527300,0
2006-09-01,3.527300,3.527300,3.506600,3.521600,3.521600,0
2006-09-04,3.387100,3.519300,3.387100,3.517200,3.517200,0
2006-09-05,3.388600,3.521700,3.388600,3.515500,3.515500,0
2006-09-06,3.387500,3.518100,3.387500,3.512800,3.512800,0
2006-09-07,3.512800,3.513100,3.512800,3.513100,3.513100,0
2006-09-08,3.387600,3.516800,3.387600,3.514700,3.514700,0
2006-09-11,3.384500,3.514700,3.384500,3.377300,3.377300,0
2006-09-12,3.377300,3.509600,3.377300,3.377000,3.377000,0
2006-09-13,3.377000,3.504700,3.377000,3.365300,3.365300,0
2006-09-14,3.365300,3.497700,3.365300,3.360700,3.360700,0
2006-09-15,3.497700,3.497700,3.362200,3.362200,3.362200,0
2006-09-18,3.362200,3.489200,3.362200,3.372300,3.372300,0
2006-09-19,3.517000,3.517000,3.517000,3.391400,3.391400,0
2006-09-20,3.391400,3.528100,3.391400,3.392400,3.392400,0
2006-09-21,3.392400,3.524800,3.392400,3.393500,3.393500,0
2006-09-22,3.393500,3.524500,3.393500,3.424600,3.424600,0
2006-09-25,3.424600,3.554400,3.424600,3.406900,3.406900,0
2006-09-26,3.554400,3.554400,3.401400,3.401400,3.401400,0
2006-09-27,3.401400,3.531900,3.401400,3.395400,3.395400,0
2006-09-28,3.395400,3.532700,3.395400,3.402700,3.402700,0
2006-09-29,3.402700,3.534100,3.395800,3.395800,3.395800,0
2006-10-02,3.395800,3.527800,3.395800,3.395500,3.395500,0
2006-10-03,3.395500,3.395500,3.395500,3.395500,3.395500,0
2006-10-04,3.523900,3.526600,3.523900,3.396700,3.396700,0
2006-10-05,3.396700,3.529000,3.396700,3.391600,3.391600,0
2006-10-06,3.391600,3.523100,3.391600,3.378500,3.378500,0
2006-10-09,3.378500,3.509500,3.378500,3.378500,3.378500,0
2006-10-10,3.507900,3.507900,3.502100,3.367600,3.367600,0
2006-10-11,3.503300,3.503300,3.503300,3.368300,3.368300,0
2006-10-12,3.368300,3.498400,3.366900,3.366900,3.366900,0
2006-10-13,3.366900,3.501500,3.366900,3.367400,3.367400,0
2006-10-16,3.500000,3.500000,3.497500,3.359800,3.359800,0
2006-10-17,3.359800,3.492000,3.359800,3.365800,3.365800,0
2006-10-18,3.365800,3.516100,3.365800,3.385300,3.385300,0
2006-10-19,3.516100,3.516100,3.512700,3.377600,3.377600,0
2006-10-20,3.377600,3.511700,3.377600,3.373700,3.373700,0
2006-10-23,3.373700,3.506000,3.373700,3.392700,3.392700,0
2006-10-24,3.392700,3.526400,3.392700,3.394800,3.394800,0
2006-10-25,3.528300,3.528300,3.384600,3.384600,3.384600,0
2006-10-26,3.384600,3.509100,3.384600,3.375400,3.375400,0
2006-10-27,3.375400,3.503900,3.375400,3.381600,3.381600,0
2006-10-30,3.381600,3.518000,3.381600,3.385500,3.385500,0
2006-10-31,3.385500,3.517700,3.385500,3.386200,3.386200,0
2006-11-01,3.386200,3.514900,3.386200,3.372500,3.372500,0
2006-11-02,3.507100,3.507100,3.375700,3.375700,3.375700,0
2006-11-03,3.375700,3.513600,3.375700,3.380600,3.380600,0
2006-11-06,3.380600,3.507700,3.373500,3.373500,3.373500,0
2006-11-07,3.373500,3.507500,3.373500,3.368500,3.368500,0
2006-11-08,3.499800,3.499800,3.499800,3.364400,3.364400,0
2006-11-09,3.499800,3.504400,3.365800,3.365800,3.365800,0
2006-11-10,3.365800,3.505000,3.365800,3.372500,3.372500,0
2006-11-13,3.372500,3.502000,3.372500,3.367700,3.367700,0
2006-11-14,3.367700,3.503700,3.367700,3.365800,3.365800,0
2006-11-15,3.365800,3.493000,3.365800,3.357400,3.357400,0
2006-11-16,3.357400,3.488400,3.357400,3.354400,3.354400,0
2006-11-17,3.354400,3.478800,3.354400,3.350800,3.350800,0
2006-11-20,3.350800,3.485100,3.350800,3.352600,3.352600,0
2006-11-21,3.352600,3.484700,3.352600,3.342800,3.342800,0
2006-11-22,3.482600,3.484200,3.342800,3.354600,3.354600,0
2006-11-23,3.482600,3.492900,3.342800,3.347500,3.347500,0
2006-11-24,3.347500,3.483100,3.347500,3.349900,3.349900,0
2006-11-27,3.483100,3.483100,3.477000,3.345400,3.345400,0
2006-11-28,3.345400,3.468100,3.345400,3.330300,3.330300,0
2006-11-29,3.463300,3.463500,3.462900,3.323700,3.323700,0
2006-11-30,3.323700,3.451600,3.323700,3.302300,3.302300,0
2006-12-01,3.451600,3.451600,3.302300,3.293100,3.293100,0
2006-12-04,3.293100,3.417700,3.293100,3.298600,3.298600,0
2006-12-05,3.298600,3.431400,3.298600,3.300600,3.300600,0
2006-12-06,3.300600,3.427900,3.297400,3.297400,3.297400,0
2006-12-07,3.297400,3.429400,3.297400,3.289600,3.289600,0
2006-12-08,3.289600,3.423200,3.289600,3.290500,3.290500,0
2006-12-11,3.290500,3.421900,3.290500,3.294500,3.294500,0
2006-12-12,3.294500,3.425300,3.294500,3.291700,3.291700,0
2006-12-13,3.291700,3.427300,3.291700,3.285900,3.285900,0
2006-12-14,3.285900,3.425600,3.285900,3.288900,3.288900,0
2006-12-15,3.288900,3.422700,3.288900,3.286000,3.286000,0
2006-12-18,3.286000,3.421600,3.286000,3.282000,3.282000,0
2006-12-19,3.282000,3.416400,3.282000,3.285100,3.285100,0
2006-12-20,3.285100,3.413700,3.285100,3.277900,3.277900,0
2006-12-21,3.277900,3.385100,3.277900,3.232800,3.232800,0
2006-12-22,3.232800,3.364900,3.232800,3.207700,3.207700,0
2006-12-25,3.207700,3.207700,3.207700,3.207700,3.207700,0
2006-12-26,3.207700,3.207700,3.207700,3.207700,3.207700,0
2006-12-27,3.344500,3.344500,3.228200,3.228200,3.228200,0
2006-12-28,3.228200,3.364800,3.228200,3.259300,3.259300,0
2006-12-29,3.383900,3.383900,3.381800,3.247800,3.247800,0
2007-01-01,3.247800,3.378700,3.247800,3.247800,3.247800,0
2007-01-02,3.372700,3.372700,3.372300,3.236100,3.236100,0
2007-01-03,3.236100,3.375500,3.236100,3.218500,3.218500,0
2007-01-04,3.218500,3.359000,3.218500,3.238700,3.238700,0
2007-01-05,3.238700,3.380800,3.238700,3.249000,3.249000,0
2007-01-08,3.371800,3.371800,3.371800,3.245500,3.245500,0
2007-01-09,3.245500,3.381100,3.245500,3.248600,3.248600,0
2007-01-10,3.248600,3.404100,3.248600,3.275000,3.275000,0
2007-01-11,3.275000,3.406400,3.275000,3.271400,3.271400,0
2007-01-12,3.271400,3.396200,3.271400,3.267200,3.267200,0
2007-01-15,3.396500,3.396500,3.393700,3.264100,3.264100,0
2007-01-16,3.264100,3.380900,3.264100,3.247600,3.247600,0
2007-01-17,3.247600,3.382100,3.247600,3.259500,3.259500,0
2007-01-18,3.259500,3.388200,3.259500,3.249500,3.249500,0
2007-01-19,3.249500,3.381400,3.249500,3.241400,3.241400,0
2007-01-22,3.241400,3.374200,3.241400,3.236700,3.236700,0
2007-01-23,3.236700,3.368000,3.236700,3.248300,3.248300,0
2007-01-24,3.248300,3.392400,3.248300,3.254700,3.254700,0
2007-01-25,3.254700,3.386100,3.254700,3.250600,3.250600,0
